Comment;Column2;Column3
negara negara lain new normal kerana udah nol kasus di indonesia aturan new normalnya di saat kasus membludak loh pantas indonesia di senaraikan negara yg paling buruk dalam penanganan convid di asia ;1,40909E+15;positif
mohon pak nadiem dan pak jokowi menunda new normal sekolah samapai dengan akhir tahun pikirkan lagi objective utama dari sekolah kalau tercapai lewat sekolah di rumah mengapa tidak diteruskan saja new normal nya adalah sekolah dari rumah tidak ada zona hijau di indonesia pak jgn terbuai dengan kata kata new normal ;1,25084E+16;positif
jangan buka sekolah dulu saya gk mau kehilangan anak saya lebih kehilangan tahun dari pada anak saya jangan jadi korban kasihan kami tolak pembukaan sekolah ;65;positif
gk ada itu selama corona belom berakhir sekolah gk boleh di buka kami ini anak sekolah penerus bangsa indonesia kalau kami anak sekolah kena corona siapa yg jadi penerus bangsa indonesia ;-125;negatif
gurune wedi corona;0;netral
saya rasa untuk sektor ekonomi gpp lah udh berjalan normal karena orang yg terkait dengan sektor itu sudah dewasa sudah mengerti dan bisa mengikuti protokol kesehatan untuk sektor pendidikan sebaiknya tetap belajar di rumah dulu sampai kondisi benar benar aman karena siswa sma aja msh sulit dikondisikan apalagi anak sd anak tk yg usia nya msh belia mereka ga nyaman pake masker lama lama selain itu sektor pendidikan tidak seperti sektor ekonomi yg urgent untuk diberlakukan secara normal karena tidak berkaitan langsung dengan pemenuhan kebutuhan primer sehari hari jd mohon untuk pemerintah dikaji lebih lanjut lagi dan tidak terburu buru terimakasih;9,16667E+15;positif
ayo sekolah lagi ayo kerja lagi ayo produktif lagi;0;netral
sekolah di buka hanya untuk daerah zona hijau dan sekolah yg ada di zona merah harus di tutup ;-16;negatif
saya tidak setuju sekolah dibuka anak anak jangan di korbankan;0;netral
sy was anak sy sekolah lgi disaat corona masih banyak soalnya sy punya penyakit hipertensi bapanya punya pnyakit bronhitis takutnya disekolah bw pnyakit pdhal selama ini kita sd sangat hati dgn tdk kluar kku tdk pnting ;-4,81429E+15;negatif
sekolah belum siap ya di siapin lah jangan malah diundur� sekolahnya;-1;negatif
selama masih banyak korban yang terpapar virus saya pribadi ga akan memasukkan anak saya ke sekolah saya rela anak saya tertinggal yang penting saya masih bisa mengontrol kesehatan anak saya ada baik nya sekolah tetap berjalan dengan cara online saja tidak apa ortu kerepotan yang penting insya allah kesehatan anak anak indonesia tetap bisa kita jaga dengan baik ;1,72727E+16;positif
jadi bodoh semua anak kita jika banyak sekali menunggu pertimbangan dari pejabat kenapa gak gerak cepat dikit hemz dari dulu semua berjalan alot yah sudah gak usah sekolah semua biar oon penerus bangsa;-2,81597E+15;negatif
u;0;netral
yg kngen tmn sebangku like ;0;netral
sebaiknya pendidikan lebih duluan dibuka bersama industri dan pariwisata agar program tahun ajaran baru berjalan lancar ;2,62121E+15;positif
tolong pak jokowi gak usah dulu dikasih sekolah anak x karna kasihan orang tuax klau ankx meniggal kan orang tuanx yg kasihan karna orang tuax udah capek rawat nyawax hilang begitu saja tolong lah ;-4,66667E+15;negatif
bagaimana maw di buka kita ini perang lawan mafia yg berkedok bela negeri padhal aslinya merek pembelot ke asing virus tipu dan baking oleh media sehingga membuat rakyat takut percayalah tuhan yang maha kuasa akan mnjga amin;-175;negatif
waduh takutnya malah lebih parah dari sekarang keadaannya ;0;netral
normal saja wabah itu juga selalu ada;15;positif
anak pondok pesantren gmana ;0;netral
lu pikir new normal begitu aja nnti jg new normal semua aparat di gerakkan;1,43182E+15;positif
klo waktunya mati ya mati aja siapa yg bisa melawan takdir wlopun kena korona klo blm waktunya mati jg gk mati ;0;netral
delima untuk anak untuk sekolah seperti nya belum siap kasian mereka pasti kangen belajar dan ketemu teman tapi kalo mereka kembali masuk nama nya anak bagaimana bisa mereka tetap jaga jarak dan pake masker berjam di cuaca panas sedang mereka usia aktif apalagi jam istirahat ;-1,13889E+17;negatif
kangen ke sekolah;0;netral
sangat setuju klo sekolah kembali di buka yg terpenting kita harus mengikuti protokol kesehatan optimis semoga kita bisa melawan covit kita gk boleh cengeng klo kita menunggu kpn covid punah sampai kpn ;275;positif
new normal yang korupsi di tembak mati ;-1,25E+16;negatif
new normal adalah memulai hidup normal contohnya selama iki biasa korupsi atau minta dan terima suap ditinggalkan cari keuntungan dari musibah artinya mereka yg masih berbuat itu salah satu manusia tdk normal;6;positif
seakan pekerja di negara ini isinya pns sm bumn doang sialan new normal tapi ga waras ;-2,37879E+15;negatif
mau diperketat kaya apa tetap akan kecolongan krn masyarakat udah terbiasa dgn sikap ndablek kucing an suka suka ;375;positif
pns bumn uda enak hidupnya umkn ini gimana masa cuman mardigu yg care;35;positif
new normal adalah sebuah ritme untuk menjaga momentum munculnya pioneer dari hysteria ini paksin lol;475;positif
men oke perusahaan punya protokol yang kuat tp kita gak tau habbit manusia ini ketika di luar kantor kyk apa jgn sampe dari luar bawa oleh corona ke dalem kantor;1,86667E+16;positif
yang kerja harian gimna yang kerja di pabrik gimna yang kerja di lapangan gimna yang pedagang kecil gimna ;-125;negatif
harus bisa dong itukan tuntutan kerja ;0;netral
tempat q wfh smpe juli lho hehe klo gak ada perubahan lagi si tempat kalian sampe kapan gaes ramein di kolom komentar y;0;netral
nasib ;0;netral
pada ra normal kok bingung yg normal masyarakat yg gak normal itu pemerintah repot amat gak pecus gitu haaa;5E+15;positif
jika semua percaya dgn vaksin mana mungkin bisa ada yg bisa sembuh dari covid full normal go ahead ;25;positif
wong urip kakean pola ;0;netral
gua setuju jujur aja udah capek rebahan teros bro;1,48148E+16;positif
siap gak usah pakai lama;-15;negatif
 pns dan bumn dampak corona penganguran dan phk gua gak liat sumpah ;-125;negatif
ya seperti ini lah yg namanya sebuah keadilan yg bekerja nya mati an gajinya becanda ini yg bekerja nya mainan tapi gaji tunjangan luar biasa itupun kadang masih kurang;-2;negatif
pekerja event freelance gimana pekerja sound panggung lighting dan wedding ;4;positif
atur aja sana pak aku rapopo ora urus pak ;0;netral
masuk tiap hari aja sering cabut ke mall apalagi dibikin kerja dari rumah enakmen uripmu le lee;0;netral
yg penting perut kenyang kerja normal bodo amat covid;3,16667E+15;positif
new normal partai jangan terlalu ramai kurangi;125;positif
terserah dah sampean sampean yg bikin aturan suka suka sampean sak bahagiamu waelah sik penting sampean semua bahagia bahagiamu pek en dewe aku ngene wae rapopo ;675;positif
pns diatas th dipensiunkan aja ganti dgn yg muda itu baru new normal ;8,33333E+15;positif
sekolah dan kampus kapan dibuka lagi udah bosan dirumah bosan belajar online sinyal terkadang hilang;-2,66667E+16;negatif
kesimpulannya indonesia nunggu vaksin ;0;netral
semoga new normal berjalan baik tidak menjadi lebih hancur;2,62121E+15;positif
tolong dong lapangan pekerjaan buat yg dphk dberhentikan udah nganggur selama bulan ini;0;netral
inimah judulnya mengutamakan kepentingan pemerintah daripada kepentingan rakyak ;0;netral
emang di pikir di indonesia ini isi nya cm pns n bumn lhahh kalian aja di byr dari pajak rkyt gmn dg yg lain;0;netral
new normal adalah solusi dr pemerintah tp buat masyarakat kebanyakan yg bandel tetap berkeliaran ada ato tidaknya covid buat mereka normal aj;2,66667E+16;positif
kita ga perlu vaksin;0;netral
yang sampai sekarang sehat wal afiat karena virus corona sudah menyebar kemana mana hampir merata sepertinya sudah kebal ayo kerja lagi yang sakit an jangan dulu ;7;positif
kalo guru giman pak mentri bh erick ;0;netral
ga mau jamin hidup masy nya mening di suruh damai aja ;25;positif
silahkan kumpul ;0;netral
buka aja lah semua biar seleksi alam ;5;positif
masih di coba nanti kalo meningkat positifnya di hentikan begitu lah terus kalo di liat dari karater masyarakat kita bisa tau hasilnya ;1,13636E+16;positif
mau new atau old terserahlah;1,18182E+16;positif
bisnis teknologi memiliki peluang besar utk majuuuuuu ;8;positif
gimana bagi perias pengantin ini sdh diundur terus yang punya hajat tolong dong kasih solusinya jangan mall terus perias manten jg butuh kerja buat bayar tagihan;0;netral
erik tohir kalau mau jd pohon tinggi pasti ketiup angin jd ga usah goyah mereka org pengecut;0;netral
apa itu new normal biasa aja kaleee kompas bikin berita yang mencerdaskan yaaa gak usah bikin terminologi dadakan emangnya tahu bulat digoreng dadakan ;1,08442E+16;positif
saya belum puas dirumahsaja wkwk;-25;negatif
sangat siap bisa di percaya ;2;positif
ketika ditanyakan pengawasan g bisa jwb deh;0;netral
yang kerja harian gmn pemain musik restoran cave gmn kalau usia tahun kebawah boleh bekerja ya hmmmm aturan tak berotak ini namanya ;0;netral
 ini yang ku tunggu tunggu semakin banyak mangsaku;5;positif
yg sabar buat dokter n perawat semoga jasamu di balas oleh nya ;0;netral
hah ;0;netral
tunjangannya tambahin dong wkwk;0;netral
kami sudah faham cara menjaga kesehatan dan kebersihan sendiri biarkan kami bermobilitas seperti biasa dari kami yang tidak diurus negara dari kami yang membayar pajak ;175;positif
siiip;0;netral
buka aja bandara pelabuhan biar kita bisa pulang kebanyakan acara tpi tidak untuk semua warga negara ;25;positif
new normal artinya gagal kembali ke kehidupan normal kenapa bangsa ini gagal ;-1,66667E+16;negatif
siap pak menteri itu ipdn dah pesta makan ;0;netral
iya pikir aja pns yg harian nasibnya gimana ;0;netral
intinya biar ekonimi ga hancur itulah tujuan utamanya ;1,33333E+16;positif
pmrnth bingung lah dalah rakyatnya jg bingung di tengah b negara ada corona yg penting kita bisa ketawa ;0;netral
semoga bus pariwisata berjalan kembali;0;netral
intinya mau ngurangin pegawai tanpa pesangon;0;netral
udah nyerah deh ;0;netral
bagi pekerja lapangan bagaimana pak skenario new normalny ;1,43182E+15;positif
kalau gw setuju banget dari pada gw mati diem di rumah doank tanpa usaha karena kelaparan mending gw kerja nyari nafkah buat makan dengan usaha dan melawan itu virus ;35;positif
new normal tolong ptt atau thl di perhatikan lagi jangan cuma pns aja yang di perhatikan;15;positif
skb kapan ;0;netral
ayolah nusantara kita bisa mencegah covid semangat bhineka tunggal ika indonesia ;0;netral
new normal kebanyakan istilah hasilnya membingungungkan yg penting covid teratasi itu penyebab semua jadi tdk normal ;1875;positif
omong kosong nyaring bunyi nya;25;positif
new normal kalo berhasil alhamdulilah kalo gagal siap mati bro;15;positif
new normal penyebarannya akan meningkat drastis pegang cakap ki;15;positif
enak y klo jdi pns diem dirumah aja bisa dpet gaji ga kaya sobat miskin kerja kelapangan kalo diem ya ga makan ;-4;negatif
nyimak;0;netral
di jatim makin parah disini malah bilang new normal piyee kabareee ;1,43182E+15;positif
siap;0;netral
new normal apa kabar kartu pra kerja ;15;positif
harus siap lah masa mau makan gaji buta;-15;negatif
new normal new firaun ;1,43182E+15;positif
bumn harus kerja terus biar ada pemasukan buat negara mau dirumah ke kantor pokonya harus buka tuh bumn kerja kerja kerja hasilkan uang yg banyak buat rakyat jngn di korup;8,33333E+15;positif
auk ah;0;netral
ah tong corona di puncak bicara new normal kan ancok;2,68019E+15;positif
hilih sama aja ;0;netral
 wah kalian beruntung sekali ya yg pns and bumn enak ajiiip lg covid gaji dan thr tetep dapet new normal bisa kerja lagi ga kaya kita yg pegawai swasta udah di rumahkan and new normal belom tentu dapet kerja lagi doa gw lo pada pns yg blagu mudah dapet azabnya;2,75758E+15;positif
ya baguslah yg kerja pns aja soalnha kerja ngga kerja digaji ya bener haeus kerja;45;positif
formula e masih lanjut ;0;netral
bakal jadi bom waktu ini;0;netral
awas tolak vaksin jgn mau divaksin ada chipsx akhirx who bisa mengontrol kehudipan rakyat indonesia liht saja sfh mulai dr fase juni sd agustus itu sdh diatur kerja mulai dr pns bumn dn krjaan lainx tp masjid ttp dittup ini biadabx bill gates;0;netral
aku harus pilih mana ya hidup sama corona atau dirumah aja;1,36364E+16;positif
pak presiden mintaa uang e ;0;netral
wes gek di laksanak ne wae seng perlu di kerjak ne gari printah wae rasah crito akeh akeh;0;netral
dr pada lu nunggu lama videonya nih gw kasih kesimpulan biar ekonomi ga ancur yaiyalah;-15;negatif
seleksi alam yg nentukan;1;positif
kebanyakan program ga selesai ni coronces;0;netral
new normal bagi kantong lu doang;75;positif
g ada kerja yg tanpa resiko heran sm orang yg sll nyinyir apapun yg dilakukan pemerintah yg kerja harian dan sma pekerjaan yg tidak bisa dikerjakan dirumah ya laksana kan spt biasa hanya jangn abaikan protokol kesehatan demi menjaga kes dirj sendiri dan orang ;-1,63E+16;negatif
corona new normal ini yg kutunggu ;1,43182E+15;positif
teman yg sdh kena phk dpt kartu prakerja ;0;netral
padahal tidak semua orang masyarakat indonesia kerja di pekantoran apakah pemeritah punya pemikiran sampai disitu ;0;netral
new normal psbb social distancing bukanlah cara terbaik dan hanya menghamburkan uang negara karena tidak efektif hanya ada satu cara sebelum ada vaksin yaitu ucapkan lockdown indonesia segera virus ada atas kehendak tuhan mungkin tuhan tidak menginginkan manusia ke luar rumah ikutilah kehendak ilahi semoga kita di lindungi jangan merasa sombong untuk keluar rumah ingat virus atas kehendak yang maha kuasa kita jangan melawan kehendaknya;9,16667E+15;positif
siap siap huuuu;2;positif
siap siap aja lebarin tanah lahan pemakaman ;0;netral
katanya ada blt rb mana tercecer di jalan ya kasihan mereka yg sangat membutuhkan;-1,5E+16;negatif
corona new normal ini yg kutunggu ;1,43182E+15;positif
rusak kabeh;0;netral
pns kerja di mana saja siap;0;netral
enak ya jadi pns sama pegawai bumn meskipun kerja dirumah ttp dapet uang meskipun cuman di gajih apalagi kerja di kantor bisa full tuh kita yang pekerja swasta buruh pabrik ;21;positif
yg kaya makin kaya yg miskin makin miskin ;-1,125E+17;negatif
new world order kelakuan elit global who itu elit global ;0;netral
new normaaaaaaal hmmmm ;0;netral
akhirnya liburan slama hmpir bln ini berakhir juga skt jg bdan ini makan tidur dan ngurus mulu ikan di aquarium saatnya mempersiapkan diri untuk kembali kerja kerja dan kerja ;0;netral
omdo;0;netral
sahabat sebangsa dan setanah air mari tetap disiplin semangat dan optimis mengikuti seluruh aturan pemerintah sebab dengan cara demikian kita memutus penyebaran covid di indonesia meningkat mari banyak gembira agar sel t yang mampu mendeteksi dan melawan covid sel t akan meningkat dalam tubuh manusia bilamana selalu gembira dalam hidupnya salam etos bigger higher better ;36875;positif
waduh om kasian yg dibawah th dong kerja normal tpi gaji dan tunjangan dibawah yg tiduran dirumah yg diatas th ;-1,83333E+16;negatif
ga jelas bias psti ntar pnafsiran warga pemerintah bingung n panik sebenernya n pada akhirnya yg kuat yg bertahan yg lemah berlaku hukum alam;0;netral
semua kebijakan dari pemerintah adalah cerminan dari masyarakat itu sendiri selama masyarakat sulit untuk di atur ya selama itu pandemi ini akan ada dan pemerintah hanya mengikuti apa yg terjadi di masyarakat ;0;netral
