Comment,POS,NET,NEG
terus terang saya juga tidak setuju kalau sekolah mulai masuk kembali pada bulan juni atau pun juli kepada bapak presiden juga bapak menteri pendidikan republik indonesia tolong masalah ini di pertimbangkan kembali ,1,0,0
mau nol kasus koronanya aja belum hilang bulan di rumah yg dites baru ribuan sedangkan penduduk indonesia jutaan mau tunggu berapa tahun dirumah ,0,1,0
new normal skalian new presiden biar lebih aman ,1,0,0
jangan sok pintar melebihin negara maju lebih baik mundur setahun anak anak sekolah daripada anak anak kita terdampak covid ,1,0,0
langsung lulusin aja ga usah dibuka lg sekolah yg penting kan punya ijasah,0,1,0
aku blm siap kl anak ku hrs sekolah aplg kita tau kl covid msh ad blm bnr hilang semoga pemerintah tdk terburu buru ,1,0,0
harusnya dibuat metode atau kurikulum baru selama darurat covid spy merata standar pendidikannya dan guru tdk bingung hrs bgmn perlu ada acuannya krn kebanyakan hny memberi tugas via wa guru blm paham teknologi terbaru dan blm ada arahan dr pemerintah,0,1,0
perbandingane ojo karo luar to bu,0,1,0
perbandingane ojo karo luar to bu,0,1,0
mending universitas dibuka aja mahasiswa lebih gampang diatur krn udh dewasa,0,0,1
kalau sebagian orang memang kurang sutuju dengan new normal karena kebanyakan orang orang bekal nya banyak orang kaya cuma bagi orang yg gak punya bekal alias miskin itu mau makan dari manaa ,0,0,1
psbb ketat aja masih ada aja yg bandel gak pake masker remaja pada nongkrong apalagi sekolah bocah susah diatur gurunya dikit siswanya kasian gurunya ngawasin anak anak mulu tunda dulu sekolahnya kasian generasi penerus ini pusing gua,0,0,1
kpai sok tahuuuuuu pengen jadi menteri pendidikan ya biar aja nanti kementrian pendidikan yang memikirkan dan memutuskan ,0,1,0
kami sebagai mahasiswa tingkat akhir yng lagi menyusun skripsi menjadi terbengkalai apalagi ukt harus di bayar dengan full tolong lah kami sebagai mahasiswa akhir dpt di permudahkan karna tidk semua dari mahasiswa itu mampu membayar ukt apa lagi sekarang banyak orang tua dari para mahasiswa yang kena phk jadi kami memohon tolong lah untuk di permudahkan nya dalam urusan pendidikan yg kami tempuh untuk sekarang ini ,0,0,1
lebih berharga nyawa di banding ilmu soalnya percuma punya ilmu tapi mati nya karena korona,0,1,0
sekolah diliburkan satu tahun juga g ada yang dirugikan toh guru pns juga yg gaji negara keselamatan anak nomor satu,0,1,0
klo pun mereka tidak tertular anak bisa menularkan ke orang lain misalnya mrk pulang sekolah mrk lupa cuci tangan mereka hanya tau virus ini penyakit dan mematikan dan mereka kurang memahami sop covid kasihan tolong di pikirkan lagi untuk kembali normal terutama untuk sekolah terimakasih,0,0,1
ini sangat bagus,0,1,0
menurutku sekolah kembali dibuka sebaiknya dibuka kembali setelah perputaran ekonomi di indonesia pulih normal kembali sebaiknya perputaran ekonomi dimulai dari yang besar dulu supaya mudah pengtrolannya baru yang kecil yang susah untuk diajak disiplin terkecuali pasar sembako tetapi harus dilakukan super pengontrolannya terjunkan militer dan polri atau bila perlu marinir ,1,0,0
ya klw mau ikut negara luar buk lokdon aja sampai thn biar semuanya kerring,0,0,1
gak pengen masuk ,0,1,0
bahayaaaaaa ,0,1,0
pengen sih balik kek belajar seperti biasa tapi kalo keadaan begini rada susah juga jadi yah gimana kebijakan pemerintah aja ,0,1,0
udh lah tutup semua dulu jangan keluar rumah kecuali dalam keadaan darurat aja yang boleh keluar rumah,0,1,0
sekolah di liburkkan spp tetap jalan,0,1,0
please ga usah dulu buka sekolahnya yg rasional dan logis aja dulu pemerintah please be wise dan utamakan dulu kesehatan dan keselamatan anak ,0,1,0
blum siap indonesia ,0,1,0
mantap bu ,0,1,0
nunggu normal dulu lah apa lagi di daerah saya brebes baru pada kena kemarin tapi tak taulah jumlahnya brapa krna gak punya data falid,0,0,1
pintar ngomong ,0,0,1
bgus buu sya sngat mndukung kkhawatiran kpai krna sya pun punya anak sd smp anak d skolhan brtemu kwan nya pasti selalu brmain tdk mngkin bisa mngontrol jga jrak pkai masker guru yg susah mngwasi kita org tuapun khawatir d rumah klau sudh sakit anak tdk bisa d tinggalkn sndiri pasti org tuapun ikut d smping anak bnyak dilema klau anak sudh sakit,1,0,0
anak sekolah itu adalah generasi penerus bangsa plizzzzzz pemerintah jaga merekaaaa ,0,1,0
orang dewasa ajah kg bisa di atur lah ini anak anak gimana kalo adek gw kena corona wah yang harus di salah in siapa kasus nya ajah belum tuntas masih banyak lagi fikir dulu napa dahlah serah dah males gelap,1,0,0
sekarang fokus ke virus bkn pndidikan nyawa lbih berharga ,0,1,0
kasihan yg mo dftr smp n sma ,1,0,0
ini yg bayar angsuran bank keliling kapan normal da muak ma alasaan nasabah ini corona pdahal jualan tiap hari,1,0,0
saya tidak akan menyuruh anak saya masuk sekolah sebelum sekolah menyiapkan aturan yg aman utk anak anak di sekolah ,0,1,0
d buka klp corona ny hilang klo kg hilang ngapain d buka ,0,1,0
mending nunggu benar aman sekolah di buka,0,1,0
setuju saya sendiri juga takut klu anak saya masuk sekolah,1,0,0
keselamatan anak sangat penting karena mereka penerus bangsa ,1,0,0
disuruh nge mall dulu sekolah ntarr ajah ,0,1,0
be your self and never surender terserah pemerintah aja semoga semuanya gk sia sia sukses to indonesia,0,1,0
lebih baik murid jgn sekolah dulu andai salah satu guru atau salah murid yg terkena sngt bhy blm lalu saat murid plg sklh jajan di luar ,0,1,0
akhir ini pak presiden banyak menemukan kata bijak ya baru luar biasa ,0,1,0
new normal lebih cepat lebih baik mau sampe kapan kita dalam keadaan kaya gini terus bulan aja masih gini aja nunggu vaksin udah ada masih lama jadi ya new normal lebih baik mau gamau kita harus terima kenyataan dan belajar beradaptasi,1,0,0
ngaco aja virus masih bertebaran udah mau buka kegiatan,0,0,1
masyarakat harus sabar menunggu sampai pemerintah bisa menjamin keselamatan anak anak didik harapan orang tua demi negara bangsa dan agamanya walau anak anak sudah bosan dengan dirumahaja tapi kalau pemerintah sudah bisa menjamin keselamatan anak anak didik seluruh indonesia ok siaaaaaaap menuntut ilmu ,1,0,0
klo yg namanya kumpul kumpul tu uda jadi suantulloh gk mungkin bisa di larang larang lah buktinya pemerintahanya aja masi suka pada kumpul kumpul pake acara konser segala lgi uda tau indonesia lagi kena corona ,0,1,0
nah mau nanya donk pak untuk untuk paud schenario nya bagaimna kalau untuk sd dan setingkatnya mungkin bisa dibuat mohon pencerahan nya donk,0,1,0
setelah skolah d buka jg jelas ortu sma guru totalan byr skolh ,0,0,1
intinya hrs sabar itu saja untuk bisa segera corona selesai ,0,1,0
mantap buk retno nyawa anak anak lebih berharga ditunda saja dulu buk sampai benar pulih ya buk kasihan anak anak kalau sdh terpapar rtak bisa ngebsyangin buk makasih buk retno kami dukung ibuk ,1,0,0
mending sma ama kuliah aja dibuka karena sudah pada dewasa,0,0,1
saya setuju dengan bu retno ,1,0,0
kalau saya pribadi belum akan melepas anak anak ke sekolah lebih baik home schooling dulu ,0,1,0
terlalu berbahaya klo sekolah d buka apalagi bagi anak tk sd karna mereka masih anak kecil rawan untuk penyebaran covid keselamatan anak lbih utama ,0,1,0
saya lebih milih belanja online dibandingkan belajar online sumpah literally ada internet buat jual beli online ngapain harus ke pasar belajar online kgk masuk ke otak sumpah,1,0,0
korona ngerungoken duh ketone koh or ana lianeee hahahha,0,1,0
ku hemat kalo belajar di rm,0,1,0
jgn buru buru buka sekolah kasihan nyawa anak anak saya sebagai orang tua murid merasa keberatan klu sekolah di buka secepat ini,1,0,0
sekolah dan kampus belum siap untuk masuk kasus saja masih bertambah terus dan banyak,0,0,1
dah lah libur sajah lagian gw mah males sekola mendingan main game di rumah rebahan ngemil keripik kentang ,0,1,0
narasumbernya top,0,1,0
new normal harusnya liat dulu perkembangan corona di indonesia apakah grafiknya menurun atau tidak ini corona di indonesia grafik naik terus liat di jepang melakukan new normal karna bisa mengurangi yang terkena positif kalau saat ini indonesia melakukan new normal menurut saya ini keputusan yang salah kecuali kasus positif di indonesai berkrang baru efektif,0,1,0
wah,0,1,0
new word older,0,0,1
tolong jgan dulu ,0,1,0
libur kan aja tahun ini biar aman,1,0,0
jgn dulu sekolah di buka,0,1,0
betul jangan buru buru kesekolah dulu ini demi keselamatan murid murid mending mencegah dari pada mengobati sekolah tuh ramai bahaya ,0,0,1
pastikan aman dulu,1,0,0
ruwet ruwet,0,1,0
dj dicabit aja aturan psbb dn yg lainya itu hanya memperuliit masyarakat sdh aja gk usah aja ada aturan lockdown segala hanya sja masyarakat dihimbau dihrskan setiap aktifitas gunakan masker dn keluar seperlunya klo sekolah kantor pabrik diaktifkam sprt semula kita butuh mkn klo begini terus bisa dunia ini kacau,1,0,0
betul saya setuju mending anak saya ga sekolah dulu anak sd blm bisa jaga jarak apalagi anak saya sekolah negri kelas anak,1,0,0
kalau sekolah di buka pasti di sekolah ku gak ada yg dateng atau kalau ada pasti dikit org kalau hujan aja yg masuk dikit apalagi ada virus,0,0,1
wabah penyakit menular tidak pasti kapan berakhir sedangkan kebutuhan makan minum harus ada setiap hari maka pencetusan awal new normal hanya untuk memenuhi kebutuhan yg mendesak utk kembali kerja secara normal dg tatanan baru bukan utk sekolah jangan memaksakan bro pd kondisi yg belum jelas sedih klo anak tertular dak bisa kubayangkan ,1,0,0
sekolah ga usah masuk lah kasian anak anak kasian anak anak,0,1,0
mall bisa dibuka knapa skolah gakdibuka,1,0,0
sekolah jangan dibuka dulu demi keamanan anak anaka,1,0,0
buka kampus juga dong udh muak nih sama kuliah online yang ga efektif,0,1,0
kalau dari perspektif ketakutan ga bakalan ada yg bisa jalan saya jg selaku org tua rela kok anak saya bisa skull kembali asal gak divaksin kalau sampe nanti dipaksa vaksin corona mending gw brentiin anak gw skolah dan biar gw sndiri yg ajarin di rumah ,1,0,0
sy sangat setuju dgn bu retno semua harus diperhitungkan secara matang sy punya anak kecil umur masuk tk saja belum sy rencanakan utk masuk tk ,1,0,0
saya merekomendasikan ban semester ,0,1,0
klau sekolah jangan dulu lah,0,1,0
dari pertama ada kasus covid dibtauwan anak sekolah cuma libur minggu tanpa ada aturan psbb dari pemerintah masyarakat inisiatif sendiri untuk jaga jarak dan hasilnya sekarang taiwan udah kembali normal tapi tetap hati dan waspada keluar tetap pake masker atas kesadaran diri sendiri semoga negara kita pun segera bebas dari pandemik ini,1,0,0
kalo liat pertanyaan kadrun liat d koment d tentang berita new normal itu selalu salah d mata kadrun ini slaah satu pertanyaan kadrun nanya dgn narasi pemerintah cuman mikirin ekonomi kenapa sekolah ngga di buka kenapa tempat ibadah ngga d buka serba salah nti d buka tempat ibadah dgn sistem new normal bilang kenapa pemerintah d atur shaf d mesjid dan kknp d batasi jemaah nya pasti d salahin ,0,0,1
untung bu retno ini masih bisa berpikir jernih dan bijak tdk ikut latah karena p mr nt h menyerukan new normal setuju bu persen yo jangan ikut latah nyawa anak kita dan pendidik yg jd taruhan jika dipaksakan ,1,0,0
klau sekolah kembali di buka alamat penyebaran covid akan semakin cepat penyebaranya,0,1,0
waduh indonesia apa mungkin bs gtu ngeri bgt klo mulai masuk iya klo org orgnya pada taat disiplin sebagian besar pada cuek pgn sih cpt masuk lg kasian anak tll lama dirumah cm klo ky gini ngeri juga ayooo dong yg pada bisa diem dirumah pada diem dirumah biar angka covid cpt turun dan kita bisa sekolah lg,1,0,0
btul itu ibuk,0,1,0
setiap orang punya pendapat yg berbeda beda klau saya perhatiin begitu banyak ank tiap hari main bareng tpi alhamdulilah mereka semua sehat dn baik saja jika ad ora yg meeasa cemas dn kewatir akn trjadi hal yg tdk diinginkan itu jg sangat wajar tapi lihat ap dampaknya juga jika ank trlalu tdk belajar tentunya hasilnya tdk baik jga untuk sianak bukanya belajar malah trlalu asik main hingga lupa segalanya mohon dipertimbangkan juga ,1,0,0
saya sebagai org tua sangat tidak setuju anak sekolah di masukan di bln juni atau juli krn hbs lebaran ini kasus covid semakin meningkat awas ini anak lo ya pemerintah yg org tua aja jaga kesehatan aja belum sempurna apa lg anak ngeri sekali klo smpek anak sekolah terjangkit covid anak terjangkit covid org tua mau tdk mau juga terjangkit krn hrs menjaga anak di rmh skit tolong di pikirkan secara matang jangan asal lan,1,0,0
setuju bu,1,0,0
sabar anak gue jg mau sekolah kpai apa guna nye sih buat negara ,0,1,0
libur libur mantap jiwa asal ndk usah ngasih tugas malas pengen tidur,1,0,0
plisss sekolah jgn dulu deh kasihan anak ,0,1,0
kalau anak sekolah mau normal ke sekolah lagi yaa harus pk cara cara nya di shift masuk nya kalau kelas isi nya yaa yg masuk alias bergantian masing² hari,1,0,0
ya seharus nol kasus covid dulu masuk sekolah klau mementingkan ekonomi brati ekonomi lebih penting pada nyawa seseorang ,0,1,0
jngan masuk dulu januari aj br kondusif kasihan anak yg msh punya masa depan tp klo rezim yg pki pasti sruh masuk br ank pd mati,0,0,1
lebih baik belajar online demi anak anak sangat berbahaya sekali tunda setahun juga nga apa jangan cerobah ambil keputusan pikir anak anak dulu betul tidak semua anak ada yang betah pakai masker apalagi kantin ramai anak jajan pikir seribu x demi anak kami terima kasih,1,0,0
piye iki jal mumet sirahku klo sekolah online lanjut lg wajib bayaran sklh di potong tolong kemendikbud buat perintah ke sekolah ,0,0,1
semua org tua tdk ingin anak nya menjadi korban nah disini hrs ada sekolah yg berani silahkan klw ada sekolah yg mau duluan buka sy tdk akan izinkan anak sy bersekolah utk tahap pertama dimulai ,0,0,1
udah mending sekolah libur sampe tahun ,0,1,0
kalau buka sekolah yakin aja omongan gua yang sekarang nambah perhari kalau skolah buka bs smpai yang nambah sehari banyak penyumbang adalah anak sd kalau saran gua gak usah mkirin pndidikn dl deh perekonomian gak apa dbuka tp pndidikan trlalu berbahaya cm krna mau selamatkan pelajaran yang tertinggal malah nanti jd kematian yang datang,0,0,1
 antapermana comelpipimerah kasihkuselamanya terang ikhlas kisahkuselamanya tujuhnasihat segalaperasaanbysitinurhaliza,0,1,0
iya bener bu retno di sd sy blm mampu menyediakan sapras sesuai protokol pencegahan covid penampungan air wastafel apalagi alat test pengukur suhu dll sebab kemampuan minim jgnkan utk hal tsb semua gedung juga tdk layak mohon bantuan ,0,0,1
kenapa mall ma pasar dibuka,0,0,1
klo skolah dibuka ekonomi kecil dibuka normal lebih dulu klo skolah satu bapak rata prhari rb klo corona bisa rb hr dah bagus itupun yg msh bisa jln lha klo skolah masuk anak sangux brp ongkos angkot klo anak habis hr tp kantong bapakx gk jlas mnding anak gk skolah buat makan aja susah kok skolah mski spp gratis ongkos sangu gmn infox bln plajsr masuk hrsnya bulan cpat normal jd bapak dah krja bln pmanasan bisa bli buku tulis tas sragam dll asal masuk aja bisa sparo gk masuk krn alasan ongkos peralatan sekolah ,0,1,0
https youtu be viesntq m,0,0,1
tempat wisata rencana mau di buka mol di buka sekolah belum di buka yo wis ora usah sekolah dolan wae ning tempat wisata kono opo ning mol kono ,0,0,1
berarti sekarang kita pakebal kebal aja siapa yg immunenya bagus itulah yg bebas dari covid ,1,0,0
biarpun sekolah gw bakal aktif tanggal juni gw ttp bakal masuk saat keadaan sudah normal apapun yg terjadi ,0,1,0
mending mengulang dari pada jadi korban korona ,0,1,0
kok ikutan cina ta bu gurune,0,1,0
saya sangat tdk setuju klu anak udah harus masuk sekolah tolong di pikirkan keselamatan anak karna bagai manapun blm tentu anak udah bisa menjaga diri dalam hal protokol kesehatan biarkanlah anak belajar di rumah sampai benar bebas dari corona ini,1,0,0
pemikiran terlalu pintar seperti masih trjadi penularan malah d bilang normal ente semua sehat menurut gw klo memaksa newnormal mending perbaiki dr ekonomi trlebih dahulu lu fikir sekolah gk pke biaya udah tau bnyk yg kena dampak ekonomi sekarang tambah biaya buat anak sekolah buat makn aj bnyk yg kesusahan wong edan koe bebas,0,1,0
betul ibu kpai harus kasus dulu baru boleh masuk kami di surabaya masih tinggi mohon pemerintah sangat berhati hati dalam mengambil keputusan karena daerah kami juga padat penduduk sangat rentan menyebar apabila salah satu tertular ,1,0,0
 juni tinggal bagi rapot libur lg ,0,0,1
permintaan orang muret mohon pemerintah jangan buka sekolah dulu sangat membahayakan keselamatan anak ,0,1,0
dirunding bersama anak itu gak tahan sakit apalagi step bila suhu derajat anak kalu sakit rewelnya minta ampun dan harus ada pendamping orang bergantian dirumah sakit bila anak terpapar corona maka yg nunggu org harus terpapar corona tdk mungkin perawat ngontrol rewel anak selama perawatan dirumahsakit paling tdk ada pendamping anak terpapsr corona sama dngn org pendamping dirmh sakit,1,0,0
